Pricing Table,,,,,,,,
package,Priority,,,,,,,
carrier,AA,,,,,,,
subcode,CUU,,,,,,,
result_type,UNITLESS_PTABLE_TYPE,,,,,,,
name,Priority Price Test_t,,,,,,,
comment,Updating stale,,,,,,,
attribute_group,TS,,,,,,,
Pricelines,,,,,,,,
arm,Comment,Segment matches required,Travel dates (Start),Travel dates (End),Loc1,Loc2,Sector direction,Result
Control,Control - no change,,08/06/2026,12/05/2026,P:BIL,P:SCE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOI,P:PVD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOI,P:RAP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOS,P:ACT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOS,P:AMA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOS,P:JAN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BRO,P:FWA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BRO,P:ORD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BRO,P:PNS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BRO,P:RDM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BTV,P:CAK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BUF,P:DEN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BWI,P:MEM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BWI,P:PSP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CAE,P:DRO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CAE,P:IND,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CAE,P:LYH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CAK,P:LIT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CHA,P:OKC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CHA,P:PVU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CHO,P:MCI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLE,P:BHM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLE,P:MGM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLE,P:SHV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMH,P:RSW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMI,P:EWR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:COS,P:GPT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CRP,P:MDT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CRP,P:SLC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DAY,P:BGR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DAY,P:MOB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DCA,P:GSO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DCA,P:JAN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DEN,P:LRD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DFW,P:JAX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DRO,P:ORD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DRO,P:STS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DSM,P:PVU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EGE,P:SGF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ELP,P:CLD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EWR,P:ABI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EWR,P:HTS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLG,P:PHX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FNT,P:CRW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FWA,P:GSP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GCK,P:CLL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GCK,P:FAY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GCK,P:SAV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRR,P:GEG,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRR,P:LAW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GUC,P:ACT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GUC,P:CLL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GUC,P:OKC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HHH,P:YUL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HPN,P:BTR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HRL,P:PBI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HSV,P:LWB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IAH,P:AMA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IAH,P:AZO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IAH,P:GRI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IAH,P:IAD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IDA,P:STL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IDA,P:SYR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ILG,P:BTR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAC,P:DAB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAC,P:GRB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAN,P:SYR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JFK,P:DSM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JFK,P:MFR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAN,P:AGS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAS,P:MIA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAW,P:RNO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LCH,P:EYW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LFT,P:CHO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LFT,P:IDA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LGA,P:DTW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LIT,P:BWI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LSE,P:EGE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MAF,P:MSO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MCI,P:ROA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MCO,P:MCI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MFR,P:DFW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MKE,P:CHS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MKE,P:HOU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MLB,P:TYS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MLU,P:TYR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MSO,P:TRI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:OKC,P:FLG,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:OMA,P:BNA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:OMA,P:SEA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ONT,P:EYW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ORF,P:LNK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ORH,P:MEM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ORH,P:PIT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PDX,P:AVL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PDX,P:STL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PHL,P:COU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PHL,P:IDA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PHL,P:RSW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PIT,P:CAE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PIT,P:SUN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PNS,P:EYW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PVD,P:AGS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PWM,P:ACY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PWM,P:SWO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RAP,P:BOS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RDU,P:ROC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RIC,P:BTV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RNO,P:LBB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RST,P:ABQ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RSW,P:FLO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SAF,P:SWO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SAT,P:GCK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SBA,P:IAH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SBY,P:ALB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SDF,P:GRR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SHV,P:BTR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SJC,P:ATW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SJT,P:CMH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SPI,P:BOS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SPS,P:MAF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SYR,P:SJC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TLH,P:LEX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TPA,P:HHH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TRI,P:MSY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TUL,P:ASE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TUL,P:LWB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TUS,P:CWA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YQB,P:CHS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YQB,P:FWA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YUL,P:MHK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YUM,P:CAE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ABI,P:AZO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ABI,P:MAF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AEX,P:SAT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ALB,P:GSP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AMA,P:ORF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ANC,P:FLL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ATL,P:RFD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AVL,P:LFT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AZO,P:LAX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AZO,P:YYZ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BIL,P:XNA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BIS,P:LEX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BNA,P:COU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOI,P:MGM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BRO,P:FCA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BRO,P:MSO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BTR,P:DRO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BTV,P:SAT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BTV,P:SRQ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BUF,P:CWA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BUF,P:MEM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BUR,P:SWO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BWI,P:MLB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BWI,P:PIT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BZN,P:AEX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BZN,P:ECP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BZN,P:TXK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CAE,P:PVU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CAE,P:RFD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CID,P:GRK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLD,P:MGM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLE,P:DFW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLT,P:CHO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLT,P:GRI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMH,P:ICT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMH,P:SAV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:COU,P:BUR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:COU,P:SBP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CRP,P:GRR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CRW,P:MHK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CVG,P:AEX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CVG,P:GRI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CVG,P:ROW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CWA,P:ASE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DAB,P:IAD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DCA,P:MCO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DFW,P:ATL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DRO,P:HPN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DRO,P:TPA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ELP,P:CAK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ELP,P:SYR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EUG,P:BUR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EUG,P:GGG,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EVV,P:AGS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EVV,P:FAT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EVV,P:PDX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EWN,P:ACT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EYW,P:SBP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EYW,P:SHD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FAT,P:DEN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FAY,P:LAW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FAY,P:PIT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLL,P:PHL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FSM,P:MHT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GJT,P:BOS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GJT,P:GCK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GNV,P:BZN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GNV,P:GRK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GNV,P:STL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GNV,P:YUL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRB,P:ATL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRB,P:PDX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRB,P:YUL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GSO,P:MFR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GSP,P:LAX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GUC,P:MKE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HOU,P:ERI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HPN,P:AVL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IAD,P:DAB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IAD,P:RDU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IAH,P:DAY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAN,P:PBI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAN,P:SPI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAX,P:BIL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAX,P:VPS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JFK,P:ERI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAN,P:BIS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAN,P:HOU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAN,P:SBA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAS,P:SUN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAW,P:HPN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LBB,P:MLB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LCH,P:LEX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LCH,P:SBP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LEX,P:AZO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LFT,P:SJT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LIT,P:CRW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LWB,P:MLU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LYH,P:CMI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MDT,P:SFO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MEM,P:EWN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MFR,P:MSP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MGM,P:GSP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MHK,P:BIL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MIA,P:FAT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MIA,P:YUM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MLB,P:SGF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MOB,P:LRD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MQT,P:GJT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:OAJ,P:BOS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:OKC,P:CRW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:OMA,P:MIA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:OMA,P:TXK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PBI,P:OAJ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PHF,P:LIT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PHF,P:STL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PHL,P:SBP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PHX,P:SLC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PIT,P:ABQ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PIT,P:AVP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PIT,P:GGG,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PNS,P:SBA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PVD,P:MEM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PVU,P:GRR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RFD,P:MGM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RFD,P:MHT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RFD,P:MOB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RIC,P:FLL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RST,P:MAF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RST,P:PHF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RSW,P:ART,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RSW,P:LFT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SAF,P:BTV,From Loc1 to Loc2,1.0
